affiliation1,affiliation2,collaboration
60005286,60019647,1
60019647,60005286,1
60025488,60032256,1
60025488,60028717,1
60025488,60023908,1
60028628,60032256,1
60028628,60023908,1
60032256,60025488,1
60032256,60028628,1
60032256,60028717,1
60032256,60023908,1
60028717,60025488,1
60028717,60032256,1
60028717,60023908,1
60023908,60025488,1
60023908,60028628,1
60023908,60032256,1
60023908,60028717,1
60008877,60006297,1
60006297,60008877,1
60002485,60029616,1
60029616,60002485,1
60017717,60000305,1
60017717,60001115,1
60000305,60017717,1
60000305,60001115,1
60001115,60017717,1
60001115,60000305,1
60019647,60026851,1
60026851,60019647,1
60025177,60068801,1
60068801,60025177,1
60098463,60028717,1
60098463,60011324,1
60028717,60098463,1
60028717,60011324,1
60011324,60098463,1
60011324,60028717,1
60024652,60012259,1
60012259,60024652,1
60021121,60032385,1
60032385,60021121,1
60017246,60007989,1
60007989,60017246,1
60000689,60027392,1
60027392,60000689,1
60024324,60015457,1
60015457,60024324,1
60010065,60003269,1
60003269,60010065,1
60004923,60017317,1
60017317,60004923,1
60000990,60027272,1
60027272,60000990,1
60011891,60030840,1
60030840,60011891,1
60032256,60030840,1
60030840,60032256,1
60010261,60027950,1
60027950,60010261,1
60005286,60021121,1
60021121,60005286,1
60030612,60005686,1
60005686,60030612,1
60032401,60027272,1
60027272,60032401,1
60025038,60007989,1
60025038,60015400,1
60007989,60025038,1
60007989,60015400,1
60015400,60025038,1
60015400,60007989,1
60000990,60061982,1
60061982,60000990,1
60026293,60022175,1
60022175,60026293,1
60093490,60027282,1
60027282,60093490,1
60001800,60010090,1
60010090,60001800,1
60027950,60009982,1
60013372,60009982,1
60009982,60027950,1
60009982,60013372,1
60007363,60025488,1
60007363,60006832,1
60028628,60006832,1
60025488,60007363,1
60025488,60006832,1
60006832,60007363,1
60006832,60028628,1
60006832,60025488,1
60025111,60006297,1
60006297,60025111,1
60000705,60028218,1
60028218,60000705,1
60029616,60020536,1
60020536,60029616,1
60005711,60082192,1
60024652,60082192,1
60082192,60005711,1
60082192,60024652,1
60017161,60022148,1
60022148,60017161,1
60024724,60020441,1
60020441,60024724,1
60003269,60005711,1
60005711,60003269,1
60022134,60017317,1
60017317,60022134,1
60009999,60013323,1
60013323,60009999,1
60016418,60002963,1
60002963,60016418,1
60030840,60013373,1
60013373,60030840,1
60013373,60022134,1
60013373,60007635,1
60022134,60013373,1
60022134,60007635,1
60007635,60013373,1
60007635,60022134,1
60027950,60076047,1
60000745,60076047,1
60076047,60027950,1
60076047,60000745,1
60076047,60033010,1
60033010,60076047,1
60009205,60021121,1
60021121,60009205,1
60015138,60027550,1
60027550,60015138,1
60030409,60021700,1
60021700,60030409,1
60006089,60028186,1
60006089,60027550,1
60028186,60006089,1
60028186,60027550,1
60027550,60006089,1
60027550,60028186,1
60000990,60021726,1
60021726,60000990,1
60025965,60002838,1
60002838,60025965,1
60021726,60025641,1
60031101,60025641,1
60025641,60021726,1
60025641,60031101,1
60025641,60005286,1
60005286,60025641,1
60025272,60031101,1
60025272,60001490,1
60031101,60025272,1
60031101,60001490,1
60001490,60025272,1
60001490,60031101,1
60002485,60007249,1
60007249,60002485,1
60014596,60000745,1
60000745,60014596,1
60028487,60032401,1
60032401,60028487,1
60098463,60013373,1
60020304,60013373,1
60013373,60098463,1
60013373,60020304,1
60007249,60007493,1
60020475,60007493,1
60007493,60007249,1
60007493,60020475,1
60008950,60005510,1
60005510,60008950,1
60030840,60000990,1
60000990,60030840,1
60028487,60014708,1
60014708,60028487,1
60015150,60000689,1
60000689,60015150,1
60015150,60026851,1
60026851,60015150,1
60012317,60022195,1
60022195,60012317,1
60031828,60024324,1
60024324,60031828,1
60029428,60003545,1
60003545,60029428,1
60009647,60015913,1
60009647,60006297,1
60015913,60009647,1
60015913,60006297,1
60006297,60009647,1
60006297,60015913,1
60024652,60017366,1
60005711,60017366,1
60017366,60024652,1
60017366,60005711,1
60006297,60013425,1
60006297,60012278,1
60013425,60006297,1
60013425,60012278,1
60012278,60006297,1
60012278,60013425,1
60015481,60017366,1
60017366,60015481,1
60015457,60025988,1
60025988,60015457,1
60001490,60023908,1
60016733,60023908,1
60023908,60001490,1
60023908,60016733,1
60002817,60007776,1
60002817,60014313,1
60002817,60027950,1
60002817,60003269,1
60007776,60002817,1
60014313,60002817,1
60014313,60003269,1
60027950,60002817,1
60003269,60002817,1
60003269,60014313,1
60020536,60032401,1
60032401,60020536,1
60021121,60002485,1
60021121,60019702,1
60002485,60021121,1
60002485,60019702,1
60019702,60021121,1
60019702,60002485,1
60016969,60019499,1
60019499,60016969,1
60030506,60028717,1
60028717,60030506,1
60013682,60086558,1
60013682,60028928,1
60086558,60013682,1
60086558,60028928,1
60028928,60013682,1
60028928,60086558,1
60016114,60027165,1
60027165,60016114,1
60016437,60025063,1
60025063,60016437,1
60009982,60026851,1
60026851,60009982,1
60019909,60024324,1
60024324,60019909,1
60020595,60007989,1
60007989,60020595,1
60019578,60028442,1
60028442,60019578,1
60029616,60011226,1
60029616,60013372,1
60011226,60029616,1
60011226,60013372,1
60013372,60029616,1
60013372,60011226,1
60021121,60009151,1
60009151,60021121,1
60017161,60007989,1
60007989,60017161,1
60020621,60019722,1
60019722,60020621,1
60004638,60027509,1
60004638,60021199,1
60027509,60004638,1
60021199,60004638,1
60024324,60007592,1
60024324,60010261,1
60007592,60024324,1
60007592,60010261,1
60010261,60024324,1
60010261,60007592,1
60005711,60010365,1
60010365,60005711,1
60009151,60031101,1
60031101,60009151,1
60004354,60003662,1
60029241,60003662,1
60003662,60004354,1
60003662,60029241,1
60013494,60008134,1
60008134,60013494,1
60003269,60028897,1
60028897,60003269,1
60025038,60033241,1
60025038,60024652,1
60033241,60025038,1
60033241,60024652,1
60024652,60025038,1
60024652,60033241,1
60009254,60074721,1
60074721,60009254,1
60014256,60021121,1
60021121,60014256,1
60025709,60031004,1
60031004,60025709,1
60025038,60000179,1
60000179,60025038,1
60032256,60000179,1
60000179,60032256,1
60025177,60016561,1
60016561,60025177,1
60025272,60020536,1
60020536,60025272,1
60028487,60002494,1
60002494,60028487,1
60000745,60015457,1
60015457,60000745,1
60015457,60026851,1
60026851,60015457,1
60006297,60002485,1
60002485,60006297,1
60014313,60024941,1
60024941,60014313,1
60024724,60098463,1
60098463,60024724,1
60031101,60016418,1
60016418,60031101,1
60024652,60009151,1
60009151,60024652,1
60031203,60016529,1
60016529,60031203,1
60029420,60010818,1
60010818,60029420,1
60001439,60020304,1
60001439,60009151,1
60020304,60001439,1
60009151,60001439,1
60014966,60003212,1
60014966,60009415,1
60003212,60014966,1
60009415,60014966,1
60008734,60025153,1
60011575,60025153,1
60025153,60008734,1
60025153,60011575,1
60025641,60032401,1
60032401,60025641,1
60031806,60030840,1
60031806,60093490,1
60030840,60031806,1
60030840,60093490,1
60093490,60031806,1
60093490,60030840,1
60000461,60007776,1
60007776,60000461,1
60076047,60020304,1
60020304,60076047,1
60012345,60007493,1
60007493,60012345,1
60005286,60027950,1
60027950,60005286,1
60023908,60021700,1
60023908,60000256,1
60021700,60023908,1
60021700,60000256,1
60000256,60023908,1
60000256,60021700,1
60006320,60027272,1
60006320,60027950,1
60027272,60006320,1
60027950,60006320,1
60017366,60016536,1
60016536,60017366,1
60008435,60014256,1
60014256,60008435,1
60008134,60024941,1
60024941,60008134,1
60028487,60032179,1
60032179,60028487,1
60018008,60017246,1
60017246,60018008,1
60012113,60003858,1
60003858,60012113,1
60000485,60032256,1
60032256,60000485,1
60019722,60005286,1
60005286,60019722,1
60025038,60018779,1
60018779,60025038,1
60014171,60003269,1
60003269,60014171,1
60033010,60002162,1
60002162,60033010,1
60013682,60015150,1
60015150,60013682,1
60028378,60013373,1
60028378,60009254,1
60013373,60028378,1
60009254,60028378,1
60027165,60018319,1
60027165,60033010,1
60018319,60027165,1
60033010,60027165,1
60024652,60015150,1
60015150,60024652,1
60031101,60002485,1
60002485,60031101,1
60002485,60032401,1
60002485,60009254,1
60032401,60002485,1
60032401,60009254,1
60009254,60002485,1
60009254,60032401,1
60017366,60018527,1
60018527,60017366,1
60022403,60011604,1
60027161,60017366,1
60011604,60022403,1
60011604,60017366,1
60017366,60027161,1
60017366,60011604,1
60027272,60018779,1
60018779,60027272,1
60003269,60027596,1
60007776,60027596,1
60027596,60003269,1
60027596,60007776,1
60025272,60013373,1
60013373,60025272,1
60025371,60033316,1
60025371,60026199,1
60033316,60025371,1
60026199,60025371,1
60068593,60070003,1
60070003,60068593,1
60009982,60009151,1
60009151,60009982,1
60019702,60009226,1
60009226,60019702,1
60002483,60015618,1
60015618,60002483,1
60016983,60009839,1
60009839,60016983,1
60006245,60092867,1
60092867,60006245,1
60031777,60024455,1
60024455,60031777,1
60003272,60014774,1
60003272,60069051,1
60003272,60001439,1
60014774,60003272,1
60014774,60069051,1
60014774,60001439,1
60069051,60003272,1
60069051,60014774,1
60069051,60001439,1
60001439,60003272,1
60001439,60014774,1
60001439,60069051,1
60020345,60001490,1
60020345,60085104,1
60001490,60020345,1
60085104,60020345,1
60011476,60005686,1
60005686,60011476,1
60005686,60010844,1
60010844,60005686,1
60030491,60017576,1
60017576,60030491,1
60027561,60028218,1
60028218,60027561,1
60016248,60001800,1
60001800,60016248,1
60000256,60029420,1
60029420,60000256,1
60033125,60008293,1
60008293,60033125,1
60002092,60000874,1
60000874,60002092,1
60010265,60029570,1
60010265,60023053,1
60029570,60010265,1
60029570,60023053,1
60023053,60010265,1
60023053,60029570,1
60025858,60028868,1
60028868,60025858,1
60077439,60029470,1
60077439,60020318,1
60029470,60077439,1
60029470,60020318,1
60020318,60077439,1
60020318,60029470,1
60031276,60030553,1
60030553,60031276,1
60000583,60016653,1
60016653,60000583,1
60007903,60027950,1
60027950,60007903,1
60009860,60026293,1
60026293,60009860,1
60029367,60020475,1
60020475,60029367,1
60024997,60010065,1
60010065,60024997,1
60001881,60028711,1
60028711,60001881,1
60012291,60014156,1
60014156,60012291,1
60019499,60031011,1
60031011,60019499,1
60030619,60003500,1
60003500,60030619,1
60019722,60006824,1
60006824,60019722,1
60012370,60002668,1
60002668,60012370,1
60027856,60032207,1
60032207,60027856,1
60031236,60001987,1
60001987,60031236,1
60019647,60007776,1
60007776,60019647,1
60028717,60006824,1
60006824,60028717,1
60032048,60025761,1
60032048,60016060,1
60025761,60032048,1
60025761,60030526,1
60025761,60016060,1
60030526,60025761,1
60030526,60016060,1
60016060,60032048,1
60016060,60025761,1
60016060,60030526,1
60027663,60064746,1
60064746,60027663,1
60007511,60001873,1
60001873,60007511,1
60023629,60083112,1
60083112,60023629,1
60028609,60022195,1
60022195,60028609,1
60027031,60021643,1
60021643,60027031,1
60025063,60004750,1
60004750,60025063,1
60009950,60071040,1
60009950,60007830,1
60071040,60009950,1
60071040,60007830,1
60007830,60009950,1
60007830,60071040,1
60005711,60015815,1
60015815,60005711,1
60011001,60030452,1
60030452,60011001,1
60033241,60012387,1
60033241,60027786,1
60012387,60033241,1
60012387,60027786,1
60027786,60033241,1
60027786,60012387,1
60011664,60029420,1
60011664,60013272,1
60029420,60011664,1
60029420,60013272,1
60013272,60011664,1
60013272,60029420,1
60001741,60015815,1
60015815,60001741,1
60020043,60009160,1
60020043,60010151,1
60020043,60008088,1
60009160,60020043,1
60009160,60010151,1
60010151,60020043,1
60010151,60009160,1
60010151,60008088,1
60008088,60020043,1
60008088,60010151,1
60012005,60016775,1
60016775,60012005,1
60005383,60000521,1
60000521,60005383,1
60031892,60038812,1
60038812,60031892,1
60000937,60031828,1
60031828,60000937,1
60012197,60027800,1
60012197,60033284,1
60027800,60012197,1
60027800,60033284,1
60033284,60012197,1
60033284,60027800,1
60008928,60032048,1
60032048,60008928,1
60032048,60025084,1
60032048,60006541,1
60025084,60032048,1
60006541,60032048,1
60028178,60008396,1
60008396,60028178,1
60011520,60007592,1
60007592,60011520,1
60005909,60025965,1
60005909,60004060,1
60025965,60005909,1
60025965,60004060,1
60004060,60005909,1
60004060,60025965,1
60029445,60001489,1
60001489,60029445,1
60002668,60025256,1
60025256,60002668,1
60021293,60029428,1
60029428,60021293,1
60020984,60094216,1
60020984,60001558,1
60094216,60020984,1
60094216,60001558,1
60001558,60020984,1
60001558,60094216,1
60016912,60068713,1
60014200,60068713,1
60068713,60016912,1
60068713,60014200,1
60023520,60026796,1
60026796,60023520,1
60030551,60033252,1
60033252,60030551,1
60025278,60023908,1
60023908,60025278,1
60023908,60009778,1
60009778,60023908,1
60015138,60028717,1
60028717,60015138,1
60032144,60013141,1
60013141,60032144,1
60068749,60072332,1
60072332,60068749,1
60018491,60031216,1
60026532,60031216,1
60031216,60018491,1
60031216,60026532,1
60004935,60014151,1
60014151,60004935,1
60000928,60008088,1
60000928,60014168,1
60008088,60000928,1
60008088,60014168,1
60014168,60000928,1
60014168,60008088,1
60008435,60026532,1
60025272,60026532,1
60026532,60008435,1
60026532,60025272,1
60024155,60017511,1
60017511,60024155,1
60021931,60007776,1
60007776,60021931,1
60073460,60073476,1
60073460,60008928,1
60073476,60073460,1
60073476,60008928,1
60008928,60073460,1
60008928,60073476,1
60094688,60002445,1
60002445,60094688,1
60018783,60030035,1
60030035,60018783,1
60028717,60010413,1
60010413,60028717,1
60010413,60020238,1
60010413,60009941,1
60020238,60010413,1
60009941,60010413,1
60001439,60032559,1
60032559,60001439,1
60027856,60029631,1
60029631,60027856,1
60001524,60003553,1
60001524,60018163,1
60003553,60001524,1
60003553,60018163,1
60018163,60001524,1
60018163,60003553,1
60000145,60005711,1
60005711,60000145,1
60003709,60020536,1
60020536,60003709,1
60020595,60025709,1
60025709,60020595,1
60083908,60003970,1
60003970,60083908,1
60007493,60078342,1
60078342,60007493,1
60017366,60001001,1
60027550,60001001,1
60001001,60017366,1
60001001,60027550,1
60031777,60020850,1
60020850,60031777,1
60015375,60068861,1
60068861,60015375,1
60023307,60018735,1
60018735,60023307,1
60019722,60013141,1
60013141,60019722,1
60018319,60022729,1
60022729,60018319,1
60014264,60026638,1
60026638,60014264,1
60026638,60015815,1
60015815,60026638,1
60002494,60028458,1
60002494,60027392,1
60028458,60002494,1
60028458,60027392,1
60027392,60002494,1
60027392,60028458,1
60011476,60027950,1
60027950,60011476,1
60016849,60027964,1
60027964,60016849,1
60019544,60069051,1
60069051,60019544,1
60031117,60013959,1
60031117,60013425,1
60013959,60031117,1
60013959,60013425,1
60013425,60031117,1
60013425,60013959,1
60028333,60022403,1
60022403,60028333,1
60007843,60015574,1
60015574,60007843,1
60022403,60020661,1
60020661,60022403,1
60022132,60030840,1
60019656,60030840,1
60030840,60022132,1
60030840,60019656,1
60068688,60010484,1
60010484,60068688,1
60028229,60032697,1
60032697,60028229,1
60006662,60024245,1
60024245,60006662,1
60000937,60015487,1
60096294,60015487,1
60015487,60000937,1
60015487,60096294,1
60001610,60016005,1
60016005,60001610,1
60002306,60003246,1
60070791,60003246,1
60003246,60002306,1
60003246,60070791,1
60012113,60011019,1
60011019,60012113,1
60030526,60031404,1
60030526,60009408,1
60030526,60028263,1
60030526,60023462,1
60031404,60030526,1
60031404,60009408,1
60031404,60028263,1
60031404,60023462,1
60009408,60030526,1
60009408,60031404,1
60009408,60028263,1
60009408,60032048,1
60009408,60023462,1
60028263,60030526,1
60028263,60031404,1
60028263,60009408,1
60028263,60032048,1
60028263,60023462,1
60032048,60009408,1
60032048,60028263,1
60032048,60023462,1
60023462,60030526,1
60023462,60031404,1
60023462,60009408,1
60023462,60028263,1
60023462,60032048,1
60006429,60020475,1
60020475,60006429,1
60009507,60028897,1
60028897,60009507,1
60019806,60001174,1
60016650,60001174,1
60012684,60001174,1
60001174,60019806,1
60001174,60016650,1
60001174,60012684,1
60023004,60006051,1
60006051,60023004,1
60021726,60022659,1
60016849,60022659,1
60022659,60021726,1
60022659,60016849,1
60022659,60019647,1
60019647,60022659,1
60032350,60025988,1
60025988,60032350,1
60072340,60006288,1
60072340,60002286,1
60072340,60084144,1
60072340,60011226,1
60072340,60009941,1
60072340,60018163,1
60006288,60072340,1
60006288,60002286,1
60006288,60084144,1
60006288,60011226,1
60006288,60009941,1
60002286,60072340,1
60002286,60006288,1
60002286,60084144,1
60002286,60009941,1
60002286,60018163,1
60084144,60072340,1
60084144,60006288,1
60084144,60002286,1
60084144,60011226,1
60084144,60009941,1
60084144,60018163,1
60011226,60072340,1
60011226,60006288,1
60011226,60084144,1
60009941,60072340,1
60009941,60006288,1
60009941,60002286,1
60009941,60084144,1
60009941,60018163,1
60018163,60072340,1
60018163,60002286,1
60018163,60084144,1
60018163,60009941,1
60014774,60007615,1
60007615,60014774,1
60018805,60008221,1
60008221,60018805,1
60011575,60021418,1
60021418,60011575,1
60033316,60011048,1
60033316,60029420,1
60025063,60029420,1
60011048,60033316,1
60029420,60033316,1
60029420,60025063,1
60030480,60010574,1
60030480,60022148,1
60010574,60030480,1
60022148,60030480,1
60023742,60020765,1
60020765,60023742,1
60028039,60025038,1
60025038,60028039,1
60020241,60022028,1
60022028,60020241,1
60008877,60032492,1
60032492,60008877,1
60018163,60004935,1
60004935,60018163,1
60018306,60008539,1
60018306,60006191,1
60008539,60018306,1
60008539,60006191,1
60006191,60018306,1
60006191,60008539,1
60018933,60026532,1
60026532,60018933,1
60015186,60010884,1
60010884,60015186,1
60031101,60027742,1
60027742,60031101,1
60074721,60024324,1
60024324,60074721,1
60016849,60032942,1
60032942,60016849,1
60031624,60014652,1
60014652,60031624,1
60001873,60015203,1
60015203,60001873,1
60025038,60009982,1
60009982,60025038,1
60004350,60007592,1
60004350,60028218,1
60007592,60004350,1
60007592,60032991,1
60032991,60007592,1
60032991,60028218,1
60028218,60004350,1
60028218,60032991,1
60015815,60008042,1
60008042,60015815,1
60000179,60013494,1
60013494,60000179,1
60031004,60019578,1
60019578,60031004,1
60023053,60006577,1
60006577,60023053,1
60002306,60009697,1
60009697,60002306,1
60007511,60007215,1
60001558,60007215,1
60007215,60007511,1
60007215,60001558,1
60012704,60002445,1
60002445,60012704,1
60030040,60008069,1
60030040,60009982,1
60030040,60012708,1
60030040,60018567,1
60008069,60030040,1
60008069,60009982,1
60008069,60012708,1
60008069,60018567,1
60009982,60030040,1
60009982,60008069,1
60012708,60030040,1
60012708,60008069,1
60012708,60018567,1
60018567,60030040,1
60018567,60008069,1
60018567,60012708,1
60023075,60068688,1
60068688,60023075,1
60016280,60016278,1
60016280,60029526,1
60016278,60016280,1
60016278,60029526,1
60029526,60016280,1
60029526,60016278,1
60025135,60022904,1
60022904,60025135,1
60011373,60000990,1
60000990,60011373,1
60032922,60012570,1
60012570,60032922,1
60007776,60032717,1
60032717,60007776,1
60004935,60002947,1
60002947,60004935,1
60002947,60006288,1
60006288,60002947,1
60024989,60002306,1
60002306,60024989,1
60025272,60013528,1
60013528,60025272,1
60031041,60088180,1
60088180,60031041,1
60009647,60012164,1
60032922,60012164,1
60012164,60009647,1
60012164,60032922,1
60022132,60005711,1
60005711,60022132,1
60031004,60002316,1
60031004,60014708,1
60002316,60031004,1
60014708,60031004,1
60020650,60005290,1
60020650,60025225,1
60005290,60020650,1
60005290,60025225,1
60025225,60020650,1
60025225,60005290,1
60011170,60023908,1
60023908,60011170,1
60023908,60012242,1
60012242,60023908,1
60024776,60019000,1
60019000,60024776,1
60032325,60005510,1
60005510,60032325,1
60018123,60018276,1
60018276,60018123,1
60031404,60012387,1
60012387,60031404,1
60025555,60024751,1
60024751,60025555,1
60024751,60000202,1
60000202,60024751,1
60032624,60071399,1
60071399,60032624,1
60025757,60021176,1
60021176,60025757,1
60011001,60012708,1
60012708,60011001,1
60032045,60000202,1
60032045,60032325,1
60000202,60032045,1
60000202,60032325,1
60032325,60032045,1
60032325,60000202,1
60030823,60020650,1
60020650,60030823,1
60072347,60008134,1
60008134,60072347,1
60008134,60028229,1
60028229,60008134,1
60014168,60019722,1
60019722,60014168,1
60015150,60025059,1
60025059,60015150,1
60017293,60000990,1
60000990,60017293,1
60013456,60006261,1
60006261,60013456,1
60070316,60030491,1
60030491,60070316,1
60025225,60000891,1
60000891,60025225,1
60003892,60031293,1
60031293,60003892,1
60029445,60007363,1
60007363,60029445,1
60013983,60025063,1
60025063,60013983,1
60009448,60019513,1
60019513,60009448,1
60026415,60006164,1
60006164,60026415,1
60075096,60014808,1
60014808,60075096,1
60022778,60006429,1
60006429,60022778,1
60011451,60030409,1
60030409,60011451,1
60017826,60008928,1
60008928,60017826,1
60018554,60082180,1
60082180,60018554,1
60020195,60025858,1
60025858,60020195,1
60020304,60023184,1
60023184,60020304,1
60000481,60032350,1
60032350,60000481,1
60014151,60007278,1
60007278,60014151,1
60008134,60011840,1
60011840,60008134,1
60011226,60025310,1
60025310,60011226,1
60027666,60031777,1
60027666,60001784,1
60031777,60027666,1
60031777,60001784,1
60001784,60027666,1
60001784,60031777,1
60016605,60021361,1
60021361,60016605,1
60006739,60018783,1
60018783,60006739,1
60022756,60023691,1
60023691,60022756,1
60020623,60023955,1
60023955,60020623,1
60013425,60007592,1
60007592,60013425,1
60028229,60022148,1
60022148,60028229,1
60028868,60013372,1
60013372,60028868,1
60027550,60007061,1
60007061,60027550,1
60021666,60007381,1
60021666,60012387,1
60007381,60021666,1
60012387,60021666,1
60001881,60003858,1
60003858,60001881,1
60001558,60016912,1
60016912,60001558,1
60030612,60033316,1
60033316,60030612,1
60068815,60025371,1
60025371,60068815,1
60029738,60023813,1
60023813,60029738,1
60009081,60027573,1
60027573,60009081,1
60069060,60024147,1
60024147,60069060,1
60029616,60031101,1
60031101,60029616,1
60013835,60014519,1
60020475,60014519,1
60014519,60013835,1
60014519,60020475,1
60016147,60006876,1
60006876,60016147,1
60000508,60024147,1
60003771,60024147,1
60024147,60000508,1
60024147,60003771,1
60025084,60098463,1
60098463,60025084,1
60014582,60015941,1
60015941,60014582,1
60021726,60031482,1
60030612,60031482,1
60031482,60021726,1
60031482,60030612,1
60008134,60022134,1
60022134,60008134,1
60025038,60014069,1
60014069,60025038,1
60014069,60021726,1
60021726,60014069,1
60020238,60072347,1
60072347,60020238,1
60005273,60082052,1
60082052,60005273,1
60016835,60014643,1
60014643,60016835,1
60002316,60003122,1
60002316,60009254,1
60002316,60019909,1
60003122,60002316,1
60003122,60009254,1
60003122,60019909,1
60009254,60002316,1
60009254,60003122,1
60019909,60002316,1
60019909,60003122,1
60027666,60006191,1
60006191,60027666,1
60007493,60071612,1
60071612,60007493,1
60028876,60068713,1
60068713,60028876,1
60087684,60001116,1
60001116,60087684,1
60016097,60025761,1
60025761,60016097,1
60024724,60070603,1
60005141,60017246,1
60005141,60070603,1
60017246,60005141,1
60017246,60070603,1
60070603,60024724,1
60070603,60005141,1
60070603,60017246,1
60017576,60005711,1
60005711,60017576,1
60008131,60021726,1
60008131,60003197,1
60021726,60008131,1
60021726,60003197,1
60003197,60008131,1
60003197,60021726,1
60068634,60007592,1
60007592,60068634,1
60017404,60002947,1
60002947,60017404,1
60071503,60021988,1
60021988,60071503,1
60032144,60033010,1
60033010,60032144,1
60007061,60023682,1
60023682,60007061,1
60009780,60022134,1
60022134,60009780,1
60012317,60006832,1
60006832,60012317,1
60017293,60010325,1
60010325,60017293,1
60006541,60014171,1
60014171,60006541,1
60014171,60001439,1
60001439,60014171,1
60006191,60020599,1
60006191,60032882,1
60020599,60006191,1
60020599,60032882,1
60032882,60006191,1
60032882,60020599,1
60010499,60002397,1
60002397,60010499,1
60031004,60028068,1
60028068,60031004,1
60012630,60010065,1
60012630,60024776,1
60003003,60002947,1
60010065,60012630,1
60010065,60024776,1
60002947,60003003,1
60002947,60024776,1
60024776,60012630,1
60024776,60010065,1
60024776,60002947,1
60027561,60028186,1
60028186,60027561,1
60012708,60017592,1
60015424,60075274,1
60015424,60017592,1
60075274,60015424,1
60075274,60017592,1
60017592,60012708,1
60017592,60015424,1
60017592,60075274,1
60011520,60085092,1
60085092,60011520,1
60010477,60005803,1
60005803,60010477,1
60032882,60009914,1
60009914,60032882,1
60025038,60030409,1
60030409,60025038,1
60024015,60020432,1
60020432,60024015,1
60032697,60097343,1
60097343,60032697,1
60021606,60015440,1
60021606,60020457,1
60015440,60021606,1
60015440,60020457,1
60020457,60021606,1
60020457,60015440,1
60012772,60003634,1
60003634,60012772,1
60028717,60001359,1
60001359,60028717,1
60032330,60023053,1
60023053,60032330,1
60000745,60007843,1
60026175,60007843,1
60026175,60021121,1
60007843,60000745,1
60007843,60026175,1
60007843,60021121,1
60021121,60026175,1
60021121,60007843,1
60017317,60019656,1
60019656,60017317,1
60018940,60000823,1
60000823,60018940,1
60004863,60002306,1
60002306,60004863,1
60075756,60031126,1
60031126,60075756,1
60018817,60007816,1
60007816,60018817,1
60026571,60027272,1
60027272,60026571,1
60071113,60007592,1
60071113,60011373,1
60007592,60071113,1
60007592,60011373,1
60011373,60071113,1
60011373,60007592,1
60016529,60015881,1
60015881,60016529,1
60027950,60001490,1
60001490,60027950,1
60026511,60005083,1
60005083,60026511,1
60012572,60069934,1
60069934,60012572,1
60009963,60002128,1
60002128,60009963,1
60010330,60029788,1
60010330,60018491,1
60029788,60010330,1
60029788,60018491,1
60018491,60010330,1
60018491,60029788,1
60092867,60026837,1
60026837,60092867,1
60003977,60029420,1
60029420,60003977,1
60002959,60023456,1
60023456,60002959,1
60002999,60010365,1
60010365,60002999,1
60023004,60030835,1
60030835,60023004,1
60002668,60009860,1
60009860,60002668,1
60018783,60033148,1
60033148,60018783,1
60009952,60030035,1
60030035,60009952,1
60005290,60018869,1
60018869,60005290,1
60000872,60001558,1
60000872,60011679,1
60001558,60000872,1
60001558,60011679,1
60011679,60000872,1
60011679,60001558,1
60003675,60001422,1
60001422,60003675,1
60001881,60006429,1
60006429,60001881,1
60030561,60017161,1
60017161,60030561,1
60001558,60014156,1
60014156,60001558,1
60008734,60031613,1
60031613,60008734,1
60022148,60019953,1
60019953,60022148,1
60024590,60027950,1
60024590,60021293,1
60027950,60024590,1
60021293,60024590,1
60006840,60032730,1
60006840,60021931,1
60032730,60006840,1
60032730,60021931,1
60021931,60006840,1
60021931,60032730,1
60032006,60019365,1
60019365,60032006,1
60093513,60013373,1
60013373,60093513,1
60005429,60011975,1
60011975,60005429,1
60031117,60003269,1
60003269,60031117,1
60012197,60024147,1
60024147,60012197,1
60022778,60015300,1
60015300,60022778,1
60018123,60030035,1
60030035,60018123,1
60027152,60008141,1
60027152,60016437,1
60008141,60027152,1
60008141,60016437,1
60016437,60027152,1
60016437,60008141,1
60025641,60029514,1
60025641,60018163,1
60025641,60024631,1
60029514,60025641,1
60029514,60018163,1
60029514,60024631,1
60018163,60025641,1
60018163,60029514,1
60018163,60024631,1
60024631,60025641,1
60024631,60029514,1
60024631,60018163,1
60008383,60006541,1
60008383,60002798,1
60006541,60008383,1
60002798,60008383,1
60032385,60000964,1
60000964,60032385,1
60010065,60002337,1
60010065,60014439,1
60002337,60010065,1
60002337,60014439,1
60002337,60026175,1
60014439,60010065,1
60014439,60002337,1
60026175,60002337,1
60024652,60025858,1
60025858,60024652,1
60023936,60020486,1
60020486,60023936,1
60007592,60015986,1
60015986,60007592,1
60033126,60013183,1
60013183,60033126,1
60025063,60019507,1
60019507,60025063,1
60025403,60008435,1
60008435,60025403,1
60085149,60032991,1
60085149,60015595,1
60032991,60085149,1
60032991,60015595,1
60015595,60085149,1
60015595,60032991,1
60032350,60021931,1
60021931,60032350,1
60000463,60022175,1
60022175,60000463,1
60022195,60016529,1
60022195,60000874,1
60022195,60032256,1
60016529,60022195,1
60016529,60016114,1
60016529,60000874,1
60016529,60032256,1
60016114,60016529,1
60016114,60000874,1
60016114,60032256,1
60000874,60022195,1
60000874,60016529,1
60000874,60016114,1
60000874,60032256,1
60032256,60022195,1
60032256,60016529,1
60032256,60016114,1
60032256,60000874,1
60020238,60075096,1
60020238,60009602,1
