affiliation1,affiliation2,collaboration
60006541,60022134,2
60022134,60006541,2
60032179,60028900,2
60028900,60032179,2
60010065,60003780,2
60003780,60010065,2
60032179,60005455,2
60005455,60032179,2
60032401,60024652,2
60024652,60032401,2
60000221,60023908,2
60023908,60000221,2
60022461,60015986,2
60015986,60022461,2
60031004,60002798,2
60002798,60031004,2
60009254,60011410,2
60011410,60009254,2
60010574,60003269,2
60003269,60010574,2
60009254,60029241,2
60029241,60009254,2
60075274,60003269,2
60003269,60075274,2
60028717,60010365,2
60010365,60028717,2
60014966,60025778,2
60025778,60014966,2
60008293,60012556,2
60012556,60008293,2
60027950,60019722,2
60019722,60027950,2
60028186,60033010,2
60033010,60028186,2
60022403,60013372,2
60013372,60022403,2
60006297,60024652,2
60024652,60006297,2
60007278,60025038,2
60025038,60007278,2
60009253,60025778,2
60025778,60009253,2
60027950,60031155,2
60028186,60016849,2
60031155,60027950,2
60016849,60028186,2
60021726,60006541,2
60006541,60021726,2
60028628,60021293,2
60021293,60028628,2
60016908,60025858,2
60025858,60016908,2
60032179,60008724,2
60008724,60032179,2
60025038,60022461,2
60025038,60014313,2
60022461,60025038,2
60014313,60025038,2
60009151,60014300,2
60014300,60009151,2
60027561,60019647,2
60019647,60027561,2
60018319,60016849,2
60016849,60018319,2
60019647,60027031,2
60027031,60019647,2
60022403,60009151,2
60009151,60022403,2
60016849,60005681,2
60005681,60016849,2
60025641,60017161,2
60017161,60025641,2
60018163,60013425,2
60018163,60028186,2
60013425,60018163,2
60013425,60028186,2
60028186,60018163,2
60028186,60013425,2
60007061,60008383,2
60008383,60007061,2
60071343,60030623,2
60030623,60071343,2
60003261,60017366,2
60017366,60003261,2
60030040,60002306,2
60002306,60030040,2
60017592,60029788,2
60029788,60017592,2
60021726,60027031,2
60027031,60021726,2
60020661,60013756,2
60013756,60020661,2
60006320,60007903,2
60007903,60006320,2
60006320,60023927,2
60023927,60006320,2
60007776,60013425,2
60013425,60007776,2
60007776,60011048,2
60011048,60007776,2
60002485,60005286,2
60005286,60002485,2
60022403,60012708,2
60012708,60022403,2
60031155,60071343,2
60071343,60031155,2
60006320,60022403,2
60022403,60006320,2
60025858,60018783,2
60025858,60032350,2
60018783,60025858,2
60032350,60025858,2
60007776,60008383,2
60008383,60007776,2
60028628,60006320,2
60006320,60028628,2
60011048,60009982,2
60009982,60011048,2
60022403,60024322,2
60024322,60022403,2
60013373,60002306,2
60002306,60013373,2
60013425,60017366,2
60017366,60013425,2
60098463,60022195,2
60022195,60098463,2
60095705,60011256,2
60095705,60025988,2
60095705,60022403,2
60011256,60095705,2
60011256,60022403,2
60025988,60095705,2
60025988,60022403,2
60022403,60095705,2
60022403,60011256,2
60022403,60025988,2
60023456,60017366,2
60017366,60023456,2
60005681,60026303,2
60026303,60005681,2
60003500,60015206,2
60015206,60003500,2
60007776,60026137,2
60026137,60007776,2
60025111,60011575,2
60011575,60025111,2
60018779,60020623,2
60020623,60018779,2
60017592,60027161,2
60027161,60017592,2
60021939,60027550,2
60027550,60021939,2
60009151,60022195,2
60022195,60009151,2
60005681,60009253,2
60009253,60005681,2
60008734,60072562,2
60072562,60008734,2
60027161,60021447,2
60027161,60000990,2
60021447,60027161,2
60021447,60000990,2
60000990,60027161,2
60000990,60021447,2
60004750,60018353,2
60018353,60004750,2
60006320,60098463,2
60098463,60006320,2
60025111,60021293,2
60021293,60025111,2
60029158,60000745,2
60000745,60029158,2
60005711,60021859,2
60021859,60005711,2
60028897,60011047,2
60017592,60011047,2
60011047,60028897,2
60011047,60017592,2
60013756,60020288,2
60020288,60013756,2
60011575,60017366,2
60017366,60011575,2
60018779,60017563,2
60017563,60018779,2
60018940,60030553,2
60030553,60018940,2
60010574,60005711,2
60005711,60010574,2
60018779,60013373,2
60013373,60018779,2
60013373,60000256,2
60000256,60013373,2
60025858,60006320,2
60006320,60025858,2
60019647,60009254,2
60009254,60019647,2
60017366,60010756,2
60016849,60010756,2
60010756,60017366,2
60010756,60016849,2
60027031,60020536,2
60020536,60027031,2
60002128,60013373,2
60013373,60002128,2
60025111,60015543,2
60015543,60025111,2
60023456,60005681,2
60005681,60023456,2
60031101,60011460,2
60011460,60031101,2
60032350,60003500,2
60003500,60032350,2
60021293,60020845,2
60020845,60021293,2
60013756,60029170,2
60029170,60013756,2
60021784,60022659,2
60022659,60021784,2
60022659,60030162,2
60030162,60022659,2
60027161,60020547,2
60020547,60027161,2
60027161,60008383,2
60027161,60009151,2
60008383,60027161,2
60009151,60027161,2
60022403,60025858,2
60025858,60022403,2
60024652,60002306,2
60002306,60024652,2
60027161,60024324,2
60024324,60027161,2
60005711,60027550,2
60005711,60011604,2
60027550,60005711,2
60011604,60005711,2
60025988,60005510,2
60005510,60025988,2
60009044,60019647,2
60019647,60009044,2
60022195,60016114,2
60016114,60022195,2
60006320,60011048,2
60011048,60006320,2
60005455,60030162,2
60030162,60005455,2
60018940,60022403,2
60022403,60018940,2
60029241,60009151,2
60009151,60029241,2
60016561,60016653,2
60016653,60016561,2
60020288,60027012,2
60027012,60020288,2
60006824,60017161,2
60006824,60025641,2
60006824,60023927,2
60017161,60006824,2
60025641,60006824,2
60023927,60006824,2
60007903,60028186,2
60028186,60007903,2
60029859,60012162,2
60012162,60029859,2
60013372,60098463,2
60098463,60013372,2
60001524,60033420,2
60033420,60001524,2
60010756,60021293,2
60021293,60010756,2
60020536,60006320,2
60006320,60020536,2
60006824,60025858,2
60025858,60006824,2
60029570,60028186,2
60028186,60029570,2
60017563,60025038,2
60025038,60017563,2
60021293,60010348,2
60010348,60021293,2
60007903,60022195,2
60022195,60007903,2
60027161,60002306,2
60002306,60027161,2
60025555,60031126,2
60031126,60025555,2
60025534,60004354,2
60004354,60025534,2
60006320,60017161,2
60017161,60006320,2
60033241,60032991,2
60033241,60029158,2
60032991,60033241,2
60032991,60029158,2
60029158,60033241,2
60029158,60032991,2
60006222,60027031,2
60027031,60006222,2
60032385,60005681,2
60005681,60032385,2
60006191,60005510,2
60005510,60006191,2
60012708,60030551,2
60030551,60012708,2
60006320,60020547,2
60020547,60006320,2
60016969,60025778,2
60025778,60016969,2
60033021,60014171,2
60014171,60033021,2
60033019,60009577,2
60009577,60033019,2
60071343,60028186,2
60028186,60071343,2
60007776,60013373,2
60013373,60007776,2
60021293,60005681,2
60005681,60021293,2
60018491,60000256,2
60000256,60018491,2
60031875,60020475,2
60020475,60031875,2
60023456,60016849,2
60016849,60023456,2
60032350,60014171,2
60014171,60032350,2
60022403,60011460,2
60011460,60022403,2
60017366,60018008,2
60018008,60017366,2
60020536,60019647,2
60019647,60020536,2
60007903,60025858,2
60025858,60007903,2
60011460,60033010,2
60033010,60011460,2
60016097,60020288,2
60020288,60016097,2
60098463,60027550,2
60027550,60098463,2
60002306,60032442,2
60032442,60002306,2
60027090,60021726,2
60025858,60009254,2
60021726,60027090,2
60009254,60025858,2
60025038,60028487,2
60028487,60025038,2
60007592,60001576,2
60001576,60007592,2
60025778,60030162,2
60030162,60025778,2
60009507,60017161,2
60017161,60009507,2
60075096,60028717,2
60028717,60075096,2
60030162,60021293,2
60021293,60030162,2
60023256,60075274,2
60023256,60000874,2
60075274,60023256,2
60075274,60000874,2
60000874,60023256,2
60000874,60075274,2
60027090,60002798,2
60002798,60027090,2
60014171,60085104,2
60085104,60014171,2
60008539,60042595,2
60042595,60008539,2
60042595,60012306,2
60012306,60042595,2
60025761,60026532,2
60026532,60025761,2
60014256,60000264,2
60000264,60014256,2
60032144,60010156,2
60010156,60032144,2
60009254,60026175,2
60026175,60009254,2
60017366,60023256,2
60017366,60022148,2
60023256,60017366,2
60023256,60022148,2
60022148,60017366,2
60022148,60023256,2
60025038,60029681,2
60029681,60025038,2
60014256,60085104,2
60011001,60085104,2
60085104,60014256,2
60085104,60011001,2
60085207,60023610,2
60023610,60085207,2
60019499,60006541,2
60006541,60019499,2
60006541,60098464,2
60098464,60006541,2
60022195,60025225,2
60025225,60022195,2
60004066,60017366,2
60017366,60004066,2
60029428,60017366,2
60017366,60029428,2
60011048,60008435,2
60008435,60011048,2
60008383,60000060,2
60008383,60014300,2
60000060,60008383,2
60014300,60008383,2
60023831,60032991,2
60032991,60023831,2
60000943,60002115,2
60002115,60000943,2
60030551,60027950,2
60030551,60015543,2
60027950,60030551,2
60015543,60030551,2
60030612,60009151,2
60009151,60030612,2
60013373,60000305,2
60013373,60006429,2
60000305,60013373,2
60000305,60006429,2
60006429,60013373,2
60006429,60000305,2
60012464,60032144,2
60032144,60012464,2
60007853,60008134,2
60008134,60007853,2
60006320,60008383,2
60008383,60006320,2
60075273,60025038,2
60025038,60075273,2
60029241,60014966,2
60014966,60029241,2
60028868,60003668,2
60003668,60028868,2
60000590,60030074,2
60030074,60000590,2
60012708,60025278,2
60025278,60012708,2
60005429,60090107,2
60090107,60005429,2
60015356,60028333,2
60028333,60015356,2
60098464,60016849,2
60016849,60098464,2
60098465,60025757,2
60025757,60098465,2
60023629,60025704,2
60025704,60023629,2
60023932,60017803,2
60017803,60023932,2
60028186,60027964,2
60027964,60028186,2
60029428,60008069,2
60008069,60029428,2
60017366,60010574,2
60010574,60017366,2
60006297,60018008,2
60018008,60006297,2
60011048,60004750,2
60004750,60011048,2
60024695,60012464,2
60012464,60024695,2
60030612,60031203,2
60031203,60030612,2
60000305,60008383,2
60008383,60000305,2
60028628,60002485,2
60002485,60028628,2
60009860,60021726,2
60021726,60009860,2
60072186,60026851,2
60026851,60072186,2
60001490,60027272,2
60027272,60001490,2
60018123,60012689,2
60018123,60019663,2
60012689,60018123,2
60019663,60018123,2
60029526,60009253,2
60009253,60029526,2
60011604,60003896,2
60003896,60011604,2
60025017,60000264,2
60000264,60025017,2
60028711,60085104,2
60085104,60028711,2
60098463,60009151,2
60009151,60098463,2
60013682,60004739,2
60004739,60013682,2
60025272,60016648,2
60016648,60025272,2
60005290,60006191,2
60006191,60005290,2
60017161,60003684,2
60003684,60017161,2
60018038,60019499,2
60019499,60018038,2
60016849,60023643,2
60023643,60016849,2
60025063,60029241,2
60023256,60029241,2
60029241,60025063,2
60029241,60023256,2
60032315,60011375,2
60011375,60032315,2
60011941,60025997,2
60025997,60011941,2
60011048,60074969,2
60074969,60011048,2
60012708,60085104,2
60085104,60012708,2
60026532,60009507,2
60009507,60026532,2
60028868,60074542,2
60074542,60028868,2
60015986,60008069,2
60015986,60001810,2
60008069,60015986,2
60008069,60001810,2
60001810,60015986,2
60001810,60008069,2
60011001,60031004,2
60031004,60011001,2
60004750,60022764,2
60002485,60022764,2
60022764,60004750,2
60022764,60002485,2
60028333,60021763,2
60021763,60028333,2
60031101,60085104,2
60085104,60031101,2
60008734,60003771,2
60003771,60008734,2
60028186,60010574,2
60010574,60028186,2
60032144,60021784,2
60006191,60013682,2
60013682,60006191,2
60021784,60032144,2
60013789,60026532,2
60026532,60013789,2
60009602,60075096,2
60075096,60009602,2
60001439,60006951,2
60006951,60001439,2
60013372,60095705,2
60095705,60013372,2
60025778,60006164,2
60006164,60025778,2
60006164,60007652,2
60007652,60006164,2
60019507,60025038,2
60025038,60019507,2
60009512,60070818,2
60070818,60009512,2
60098463,60009982,2
60009982,60098463,2
60010574,60026638,2
60026638,60010574,2
60019463,60020273,2
60020273,60019463,2
60029859,60033316,2
60033316,60029859,2
60007740,60010365,2
60010365,60007740,2
60028868,60024324,2
60024324,60028868,2
60002306,60032730,2
60032730,60002306,2
60020261,60020304,2
60020304,60020261,2
60005686,60007061,2
60007061,60005686,2
60012689,60028673,2
60028673,60012689,2
60030035,60024855,2
60024855,60030035,2
60075274,60005290,2
60005290,60075274,2
60006948,60006739,2
60006739,60006948,2
60008950,60027272,2
60027272,60008950,2
60018008,60019647,2
60019647,60018008,2
60024997,60020304,2
60020304,60024997,2
60020304,60014439,2
60014439,60020304,2
60008734,60025278,2
60025278,60008734,2
60006824,60015815,2
60015815,60006824,2
60030162,60010156,2
60010156,60030162,2
60029420,60008950,2
60008950,60029420,2
60087534,60008928,2
60008928,60087534,2
60013789,60008592,2
60008592,60013789,2
60011001,60025278,2
60031004,60025278,2
60025278,60011001,2
60025278,60031004,2
60011048,60011410,2
60021784,60011410,2
60021726,60011410,2
60011410,60011048,2
60011410,60021784,2
60011410,60021726,2
60016849,60098463,2
60098463,60016849,2
60014153,60012708,2
60012708,60014153,2
60030074,60027950,2
60027950,60030074,2
60000745,60003915,2
60003915,60000745,2
60012464,60003449,2
60012464,60001282,2
60003449,60012464,2
60001282,60012464,2
60019984,60011575,2
60011575,60019984,2
60023256,60028074,2
60015986,60004935,2
60015986,60026208,2
60004935,60015986,2
60004935,60026208,2
60026208,60015986,2
60026208,60004935,2
60028074,60023256,2
60019647,60022403,2
60022403,60019647,2
60028868,60031101,2
60031101,60028868,2
60028928,60024621,2
60024621,60028928,2
60028186,60008408,2
60008408,60028186,2
60015150,60001490,2
60001490,60015150,2
60011575,60026796,2
60026796,60011575,2
60019118,60013983,2
60013983,60019118,2
60021199,60085207,2
60021199,60032350,2
60085207,60021199,2
60032350,60021199,2
60030162,60018008,2
60018008,60030162,2
60019663,60029681,2
60029681,60019663,2
60014153,60009254,2
60014153,60075274,2
60009254,60014153,2
60075274,60014153,2
60011664,60086726,2
60086726,60011664,2
60025272,60011375,2
60011375,60025272,2
60006951,60003977,2
60003977,60006951,2
60004935,60014402,2
60014402,60004935,2
60025778,60008383,2
60008383,60025778,2
60016849,60020258,2
60020258,60016849,2
60003771,60009151,2
60009151,60003771,2
60011048,60025084,2
60011048,60027561,2
60025084,60011048,2
60027561,60011048,2
60019209,60020765,2
60020765,60019209,2
60032385,60027031,2
60027031,60032385,2
60021726,60020547,2
60020547,60021726,2
60003771,60029311,2
60029311,60003771,2
60032144,60075274,2
60075274,60032144,2
60032361,60032144,2
60032144,60032361,2
60029681,60012464,2
60012464,60029681,2
60098463,60007776,2
60007776,60098463,2
60000082,60008539,2
60008539,60000082,2
60006951,60017366,2
60017366,60006951,2
60016114,60028628,2
60028628,60016114,2
60028628,60010574,2
60010574,60028628,2
60028186,60007363,2
60007363,60028186,2
60025997,60024322,2
60025997,60024621,2
60024322,60025997,2
60024621,60025997,2
60004923,60025111,2
60025111,60004923,2
60010574,60011460,2
60011460,60010574,2
60025997,60015682,2
60015682,60025997,2
60026553,60028717,2
60028717,60026553,2
60002306,60015186,2
60015186,60002306,2
60026851,60029116,2
60029116,60026851,2
60027561,60006191,2
60006191,60027561,2
60018308,60014313,2
60014313,60018308,2
60001741,60029428,2
60029428,60001741,2
60009860,60025084,2
60025084,60009860,2
60021293,60000762,2
60000762,60021293,2
60004354,60009253,2
60009253,60004354,2
60005465,60007363,2
60007363,60005465,2
60007363,60027844,2
60027844,60007363,2
60025278,60025225,2
60025278,60032144,2
60025225,60025278,2
60025225,60032144,2
60032144,60025278,2
60032144,60025225,2
60008734,60021199,2
60021199,60008734,2
60005286,60026532,2
60026532,60005286,2
60022927,60029311,2
60029311,60022927,2
60017592,60029428,2
60029428,60017592,2
60006191,60025278,2
60025278,60006191,2
60003196,60003771,2
60003771,60003196,2
60032006,60032385,2
60032385,60032006,2
60085104,60097745,2
60075274,60097745,2
60097745,60085104,2
60097745,60075274,2
60004354,60029241,2
60029241,60004354,2
60032882,60000145,2
60000145,60032882,2
60002014,60003858,2
60003858,60002014,2
60012708,60098835,2
60098835,60012708,2
60033420,60031031,2
60031031,60033420,2
60075274,60030623,2
60030623,60075274,2
60011001,60031293,2
60031293,60011001,2
60011048,60030623,2
60030623,60011048,2
60001439,60015481,2
60015481,60001439,2
60017366,60002243,2
60002243,60017366,2
60002769,60001746,2
60001746,60002769,2
60020599,60025059,2
60025059,60020599,2
60027031,60009226,2
60009226,60027031,2
60023020,60007592,2
60007592,60023020,2
60070034,60068596,2
60070034,60030612,2
60068596,60070034,2
60030612,60070034,2
60009507,60019141,2
60019141,60009507,2
60091234,60003269,2
60003269,60091234,2
60011047,60020692,2
60020692,60011047,2
60007951,60027550,2
60027550,60007951,2
60004530,60007278,2
60007278,60004530,2
60011048,60007902,2
60007902,60011048,2
60007278,60009778,2
60009778,60007278,2
60028218,60012162,2
60012162,60028218,2
60025272,60007278,2
60023004,60007278,2
60007278,60025272,2
60007278,60023004,2
60011047,60031293,2
60011047,60000264,2
60031293,60011047,2
60000264,60011047,2
60028442,60000823,2
60000823,60028442,2
60028487,60003269,2
60003269,60028487,2
60001881,60014313,2
60014313,60001881,2
60010756,60098463,2
60098463,60010756,2
60001098,60025017,2
60025017,60001098,2
60021931,60006342,2
60006342,60021931,2
60018933,60021726,2
60021726,60018933,2
60026532,60011575,2
60098463,60023053,2
60023053,60098463,2
60011575,60026532,2
60022109,60011575,2
60011575,60022109,2
60027090,60016835,2
60016835,60027090,2
60026553,60025709,2
60025709,60026553,2
60018273,60019499,2
60019499,60018273,2
60075096,60021726,2
60021726,60075096,2
60014439,60012708,2
60012708,60014439,2
60030074,60012464,2
60012464,60030074,2
60002483,60024724,2
60024724,60002483,2
60012708,60074969,2
60074969,60012708,2
60019499,60025059,2
60025059,60019499,2
60014313,60019526,2
60019526,60014313,2
60003892,60004305,2
60004305,60003892,2
60022148,60003970,2
60003970,60022148,2
60014313,60028628,2
60028628,60014313,2
60015424,60027550,2
60027550,60015424,2
60025111,60010574,2
60010574,60025111,2
60018038,60009254,2
60009254,60018038,2
60021859,60027950,2
60021859,60014264,2
60021859,60001881,2
60021859,60024724,2
60027950,60021859,2
60027950,60001881,2
60027950,60024724,2
60014264,60021859,2
60014264,60001881,2
60014264,60024724,2
60001881,60021859,2
60001881,60027950,2
60001881,60014264,2
60001881,60024724,2
60024724,60021859,2
60024724,60027950,2
60024724,60014264,2
60024724,60001881,2
60011362,60026532,2
60026532,60011362,2
60025038,60020661,2
60020661,60025038,2
60025111,60020304,2
60020304,60025111,2
60009254,60023927,2
60023927,60009254,2
60000060,60098463,2
60098463,60000060,2
60018735,60025272,2
60025272,60018735,2
60005141,60001490,2
60001490,60005141,2
60000256,60028186,2
60028186,60000256,2
60070388,60027844,2
60027844,60070388,2
60025111,60005290,2
60029278,60005290,2
60005290,60025111,2
60005290,60029278,2
60005429,60072375,2
60072375,60005429,2
60019118,60017161,2
60017161,60019118,2
60005141,60025059,2
60025059,60005141,2
60002115,60027950,2
60027950,60002115,2
60008928,60025278,2
60025278,60008928,2
60002817,60030612,2
60030612,60002817,2
60025278,60002836,2
60002836,60025278,2
60023004,60000745,2
60000745,60023004,2
60031226,60016733,2
60016733,60031226,2
60025111,60030623,2
60030623,60025111,2
60001490,60033387,2
60033387,60001490,2
60022053,60028487,2
60028487,60022053,2
60021918,60013894,2
60013894,60021918,2
60030623,60026532,2
60030623,60021726,2
60026532,60030623,2
60021726,60030623,2
60020304,60001490,2
60001490,60020304,2
60014171,60014313,2
60014313,60014171,2
60014313,60023004,2
60023004,60014313,2
60002483,60033387,2
60033387,60002483,2
60015161,60011604,2
60011604,60015161,2
60028333,60014966,2
60014966,60028333,2
60031203,60025038,2
60025038,60031203,2
60011362,60001490,2
60001490,60011362,2
60018933,60002836,2
60002836,60018933,2
60002836,60017161,2
60017161,60002836,2
60029278,60075274,2
60075274,60029278,2
60007087,60023383,2
60012464,60023383,2
60023383,60007087,2
60023383,60012464,2
60002483,60022109,2
60022109,60002483,2
60024724,60024695,2
60024695,60024724,2
60017311,60022109,2
60022109,60017311,2
60005286,60021726,2
60032330,60021726,2
60021726,60005286,2
60021726,60032330,2
60019647,60001187,2
60001187,60019647,2
60005248,60024997,2
60024997,60005248,2
60016733,60027950,2
60027950,60016733,2
60075274,60011362,2
60011362,60075274,2
60014313,60001490,2
60001490,60014313,2
60003381,60028928,2
60028928,60003381,2
60021293,60002092,2
60002092,60021293,2
60030318,60021199,2
60021199,60030318,2
60014171,60010365,2
60014171,60022148,2
60010365,60014171,2
60022148,60014171,2
60006824,60015424,2
60015424,60006824,2
60007457,60000928,2
60000928,60007457,2
60027950,60021285,2
60021285,60027950,2
60012113,60025704,2
60025704,60012113,2
60025059,60001490,2
60001490,60025059,2
60006824,60033420,2
60033420,60006824,2
60029306,60030840,2
60030840,60029306,2
60001881,60010844,2
60010844,60001881,2
60009016,60021726,2
60021726,60009016,2
60016849,60015913,2
60015913,60016849,2
60033241,60027272,2
60027272,60033241,2
60005286,60006191,2
60006191,60005286,2
60015206,60009860,2
60009860,60015206,2
60015161,60026306,2
60026306,60015161,2
60022109,60021097,2
60021097,60022109,2
60008950,60021726,2
60021726,60008950,2
60018735,60031101,2
60031101,60018735,2
60015481,60005290,2
60005290,60015481,2
60005510,60009253,2
60009253,60005510,2
60071343,60025778,2
60025778,60071343,2
60002483,60019984,2
60019984,60002483,2
60011019,60014171,2
60014171,60011019,2
60028711,60002483,2
60002483,60028711,2
60022053,60029514,2
60029514,60022053,2
60032706,60003892,2
60003892,60032706,2
60075273,60020599,2
60020599,60075273,2
60031293,60031126,2
60007951,60025272,2
60031126,60031293,2
60031126,60025997,2
60025272,60007951,2
60025997,60031126,2
60030318,60012306,2
60012306,60030318,2
60011019,60017311,2
60017311,60011019,2
60021918,60015916,2
60015916,60021918,2
60018783,60021199,2
60021199,60018783,2
60029278,60025278,2
60025278,60029278,2
60030109,60075096,2
60030109,60019984,2
60075096,60030109,2
60019984,60030109,2
60021931,60018933,2
60018933,60021931,2
60022195,60015481,2
60015481,60022195,2
60015481,60075274,2
60075274,60015481,2
60024652,60029873,2
60029873,60024652,2
60013894,60026553,2
60026553,60013894,2
60023998,60001881,2
60012614,60001881,2
60012614,60007989,2
60001881,60023998,2
60001881,60012614,2
60007989,60012614,2
60023053,60020304,2
60020304,60023053,2
60032373,60003937,2
60003937,60032373,2
60021293,60023462,2
60023462,60021293,2
60021293,60028609,2
60028609,60021293,2
60012708,60009254,2
60009254,60012708,2
60024350,60002483,2
60002483,60024350,2
60022195,60005248,2
60005248,60022195,2
60030840,60015815,2
60015815,60030840,2
60001490,60021726,2
60021726,60001490,2
60033420,60013789,2
60013789,60033420,2
60009254,60005745,2
60005745,60009254,2
60005745,60013959,2
60013959,60005745,2
60024266,60029445,2
60029445,60024266,2
60007989,60029428,2
60029428,60007989,2
60009914,60025153,2
60025153,60009914,2
60030318,60028868,2
60028868,60030318,2
60026532,60006602,2
60006602,60026532,2
60032373,60030931,2
60030931,60032373,2
60000144,60032882,2
60032882,60000144,2
60027561,60026553,2
60029616,60026553,2
60026553,60027561,2
60026553,60029616,2
60012213,60022758,2
60022758,60012213,2
60000221,60010307,2
60010307,60000221,2
60029306,60073652,2
60029306,60009860,2
60073652,60029306,2
60009860,60029306,2
60073753,60027652,2
60027652,60073753,2
60030318,60013494,2
60009254,60013494,2
60013494,60030318,2
60013494,60009254,2
60022758,60025907,2
60025907,60022758,2
60001282,60023610,2
60023610,60001282,2
60015707,60007278,2
60007278,60015707,2
60098463,60007457,2
60007457,60098463,2
60014982,60021353,2
60021353,60014982,2
60009254,60016908,2
60016908,60009254,2
60016908,60030318,2
60030318,60016908,2
60022195,60027561,2
60027561,60022195,2
60009254,60005658,2
60005658,60009254,2
60020304,60013959,2
60029311,60013959,2
60013959,60020304,2
60013959,60029311,2
60029420,60007989,2
60007989,60029420,2
60026553,60008279,2
60008279,60026553,2
60028717,60025858,2
60025858,60028717,2
60007278,60011460,2
60011460,60007278,2
60001439,60031203,2
60001439,60000401,2
60031203,60001439,2
60000401,60001439,2
60006337,60009037,2
60009037,60006337,2
60026281,60004935,2
60004935,60026281,2
60019663,60085092,2
60085092,60019663,2
60030821,60028872,2
60028872,60030821,2
60016458,60024690,2
60024690,60016458,2
60008408,60068796,2
60068796,60008408,2
60020304,60016521,2
60016521,60020304,2
60013140,60019520,2
60013140,60001526,2
60019520,60013140,2
60019520,60001526,2
60001526,60013140,2
60001526,60019520,2
60028186,60000239,2
60011048,60000239,2
60000239,60028186,2
60000239,60011048,2
60005745,60018671,2
60018671,60005745,2
60013373,60012708,2
60012708,60013373,2
60026553,60022134,2
60022134,60026553,2
60005745,60026532,2
60026532,60005745,2
60026860,60006951,2
60006951,60026860,2
60005811,60007493,2
60007493,60005811,2
60032256,60009254,2
60009254,60032256,2
60003858,60022134,2
60022134,60003858,2
60024063,60025152,2
60025152,60024063,2
60021293,60029311,2
60029311,60021293,2
60015815,60020306,2
60020306,60015815,2
60010413,60001563,2
60001563,60010413,2
60009254,60000872,2
60000872,60009254,2
60027272,60010413,2
60010413,60027272,2
60018319,60004354,2
60004354,60018319,2
60026553,60008950,2
60008950,60026553,2
60010065,60026415,2
60026415,60010065,2
60026415,60008724,2
60008724,60026415,2
60027090,60006191,2
60006191,60027090,2
60009415,60005745,2
60005745,60009415,2
60020599,60017915,2
60017915,60020599,2
60027950,60008724,2
60008724,60027950,2
60032882,60007592,2
60007989,60007592,2
60007592,60032882,2
60007592,60007989,2
60029257,60031875,2
60031875,60029257,2
60025858,60015595,2
60015595,60025858,2
60015595,60030162,2
60030162,60015595,2
60021178,60074802,2
60074802,60021178,2
60025017,60025272,2
60025272,60025017,2
60031581,60025488,2
60025488,60031581,2
60017717,60025111,2
60025111,60017717,2
60013373,60022148,2
60022148,60013373,2
60013323,60018163,2
60018163,60013323,2
60025858,60076047,2
60009982,60076047,2
60076047,60025858,2
60076047,60009982,2
60025111,60013250,2
60013250,60025111,2
60010261,60005681,2
60005681,60010261,2
60024542,60025084,2
60025084,60024542,2
60024350,60005681,2
60005681,60024350,2
60010261,60018491,2
60018491,60010261,2
60003398,60003261,2
60003261,60003398,2
60025555,60008435,2
60008435,60025555,2
60022461,60032385,2
60032385,60022461,2
60076047,60022148,2
60022148,60076047,2
60017317,60020650,2
60017317,60010574,2
60020650,60017317,2
60010574,60017317,2
60009358,60025779,2
60025779,60009358,2
60009358,60020585,2
60020585,60009358,2
60006832,60001536,2
60001536,60006832,2
60001536,60006951,2
60006951,60001536,2
60006541,60019663,2
60019663,60006541,2
60002292,60027031,2
60027031,60002292,2
60018940,60023388,2
60023388,60018940,2
60029311,60017744,2
60017744,60029311,2
60011226,60019647,2
60019647,60011226,2
60013373,60015424,2
60015424,60013373,2
60030788,60027313,2
60015975,60027313,2
60027313,60030788,2
60027313,60015975,2
60006832,60024997,2
60024997,60006832,2
60024997,60006951,2
60006951,60024997,2
60011375,60083814,2
60083814,60011375,2
60032315,60025555,2
60025555,60032315,2
60025555,60015682,2
60015682,60025555,2
60020650,60000179,2
60000179,60020650,2
60032385,60016653,2
60016653,60032385,2
60026175,60004179,2
60004179,60026175,2
60004179,60009037,2
60004179,60006164,2
60009037,60004179,2
60009037,60006164,2
60009037,60007174,2
60006164,60004179,2
60006164,60009037,2
60006164,60007174,2
60007174,60009037,2
60007174,60006164,2
60009275,60026532,2
60009275,60014708,2
60026532,60009275,2
60014708,60009275,2
60025038,60002243,2
60002243,60025038,2
60007776,60001777,2
60001777,60007776,2
60013682,60027884,2
60027884,60013682,2
60030821,60017717,2
60030821,60025488,2
60076695,60032144,2
60017717,60030821,2
60025488,60030821,2
60032144,60076695,2
60010884,60007363,2
60007363,60010884,2
60032325,60002787,2
60002787,60032325,2
60016849,60020547,2
60020547,60016849,2
60011460,60027550,2
60027550,60011460,2
60006838,60090378,2
60090378,60006838,2
60022148,60003269,2
60076695,60003269,2
60003269,60022148,2
60003269,60076695,2
60018163,60012708,2
60012708,60018163,2
60003269,60021918,2
60021918,60003269,2
60007363,60004923,2
60004923,60007363,2
60016849,60010449,2
60010449,60016849,2
60010449,60030612,2
60030612,60010449,2
60003892,60025063,2
60025063,60003892,2
60006320,60025272,2
60025272,60006320,2
60009236,60017717,2
60009236,60007776,2
60017717,60009236,2
60017717,60007776,2
60010365,60007776,2
60007776,60009236,2
60007776,60017717,2
60007776,60010365,2
60010261,60015424,2
60015424,60010261,2
60014439,60072199,2
60025488,60072199,2
